,peak_load_mw,energy_load_mwh,energy_net_mwh,min_net_mw,vre_surplus_mwh,vre_share_day,max_ramp_1h_mw,max_ramp_3h_mw,month,weekday
2020-02-07,4798.6832918,99766.35010192,19973.15032475587,-1052.354988186753,6784.146542280132,0.7998007313653195,1477.2585636990357,3208.446414169601,2,4
2020-02-08,4545.3164904000005,93965.93373052,60457.441770745536,710.5312103700508,0.0,0.35660255402635294,1498.9705412854214,3121.705981977959,2,5
2020-02-09,4569.8926836,92551.9243876,65870.39701068896,613.9161865711867,0.0,0.28828711616163644,1461.2273480421404,3130.0158517534737,2,6
2020-02-10,5032.521842,101015.58342312,39461.20858705743,-325.6782356222511,391.85853882643096,0.6093552375798512,1516.1689753128148,3367.023768286018,2,0
2020-02-11,4876.7608482,100146.54680398,53108.31247350787,335.4906245281527,0.0,0.4696940217273947,1457.9573394623167,2953.6434851168474,2,1
2020-02-12,4990.2177254,99801.00093646,55812.59718119504,187.59121048615452,0.0,0.44076114810983635,1434.7645323353622,3280.164478872166,2,2
2020-02-13,5123.8821214,103237.9226089,40977.62527279329,-26.184306813273906,26.184306813273906,0.6030758442512416,1608.7294084137616,3252.9744187555852,2,3
2020-02-14,4932.913390799999,102803.5698249,22822.629331849213,-123.23796660109474,245.97530409477076,0.7779976962792069,1114.8519508440017,1883.7041813509513,2,4
2020-02-15,4681.9573592,96818.0766169,46322.290230831604,-77.20445694003593,77.20445694003593,0.5215532899488952,1467.485099997793,2359.703775194479,2,5
2020-02-16,4626.9664906,94950.8645547,60813.90686065225,806.4731056406517,0.0,0.3595223472070849,1106.068999418474,2780.898921592035,2,6
2020-02-17,5015.125563199999,101546.810598,37675.596016285366,-400.62083539522246,1576.1156639221326,0.6289829705687734,1458.2344333213623,2878.1335294034225,2,0
2020-02-18,5190.5488508,105371.5770217,1380.4753923496696,-2289.2922656880655,14189.105482875275,0.9868989775860963,1620.4257166083657,3403.4752347603508,2,1
2020-02-19,5016.8765102,103975.73606719999,-7395.195041236335,-2371.6875988037154,18463.555367354762,1.0711242384132467,2030.9005120798138,3661.6753048152077,2,2
2020-02-20,4914.0236198,102665.0998157,-10161.08589456898,-3067.2948257790486,23476.567360146408,1.0989731263380615,1423.9902028045844,3110.317479481893,2,3
2020-02-21,4730.2030954,100416.1806164,53493.05915618526,907.0990847809053,0.0,0.46728645893698967,1491.9293316817425,2947.74980692224,2,4
2020-02-22,4465.1018948,93618.2145975,55287.57426204556,652.0304728565202,0.0,0.4094357118457376,1347.5270290277658,2925.1605641963,2,5
2020-02-23,4503.6336341999995,91100.8124075,32645.48153459021,-710.1741385298178,1942.1438901602955,0.6416554290584722,2075.489454826596,3389.898605972129,2,6
2020-02-24,5045.8594248,100354.14705514,8632.999460271623,-1583.4745503910308,10290.34962221573,0.913974661599902,1790.3917669982125,3421.5928105955445,2,0
2020-02-25,4856.3234154,98589.13002474,2473.1318612218,-2003.9552862681003,9668.8986368048,0.9749147612865516,1364.3645328226737,2787.73610632529,2,1
2020-02-26,4788.7409386,98413.91586092,29761.001897860635,-517.6118511714285,987.8940647148479,0.6975935604481044,1293.40013505785,2471.652297029064,2,2
2020-02-27,4805.4807464000005,99089.41660024,26451.838177053716,-2660.3341944865133,11257.231500295351,0.73305082334101,2903.747617822631,4787.586189033205,2,3
2020-02-28,4830.7868516,100385.7207782,68702.89507905365,1525.4491440046972,0.0,0.31561088024808664,944.9092009103965,2153.8457879641815,2,4
2020-02-29,4473.468823,93449.6210669,44047.50987796861,-249.1555921374411,249.1555921374411,0.5286496683979567,1430.2257646856751,3279.2690933680237,2,5
2020-03-01,4493.5731202,89954.32890644,31835.068098007625,-758.1776919298181,2158.9983223002964,0.6460974309405526,2058.1979337192643,3392.293418212129,3,6
2020-03-02,5095.979801199999,99717.23719918,8048.536902252795,-1610.0531781910304,10758.200373787226,0.9192864029498102,1752.8254148983888,3458.5108847955444,3,0
2020-03-03,4871.9917238,97586.36286284,1456.870977035963,-2033.4218106681,10033.122144984802,0.985070957311078,1369.107469962674,2777.5582559252907,3,1
2020-03-04,4796.8514366,97409.46090298,28573.99979126131,-595.3624420714286,1144.824762454848,0.7066609390260247,1292.6160522578502,2480.489307829063,3,2
2020-03-05,4818.35554,98138.7690492,25863.611638728562,-2439.581198191502,11098.210492234724,0.7364587727225076,3148.2601578149893,4979.3486752942745,3,3
2020-03-06,4856.8275402,99628.16754,67342.32521379701,1401.4766364636425,0.0,0.32406339615993085,988.7391479928083,2040.2373280487432,3,4
2020-03-07,4462.2485308000005,92284.45006301999,42678.150850065205,-298.23223573744144,298.23223573744144,0.5375369217574489,1468.5512411198538,3298.434123168024,3,5
2020-03-08,4471.8054342,90503.27756162,7365.191495389201,-1826.0325847004142,10651.656985895057,0.9186196158434755,1615.7609764805188,3115.9295810872704,3,6
2020-03-09,5060.412461,99735.24957495999,28544.86522316932,-18.455552886221994,18.455552886221994,0.7137936151479194,1257.4980224396954,1913.5258282350342,3,0
2020-03-10,4965.3557414,98845.11277358,11443.813836409843,-725.4685565594527,3240.1105909824964,0.8842247885070083,1110.1051586526619,2845.3511763455936,3,1
2020-03-11,4962.448472399999,99649.46448928,-14869.88850942397,-2979.62827685468,21095.941764209812,1.1492219610575392,1425.2098074472228,2988.971491243799,3,2
2020-03-12,4987.0214404,100472.32714506,-15464.844132078211,-3142.851445569858,26486.91379416343,1.1539214286312924,1797.026273613661,3376.3167829311824,3,3
2020-03-13,5062.0714216,101823.14492584,68491.07579168174,1654.7570286030368,0.0,0.32735257940063367,925.6572899685448,2233.943015979504,3,4
2020-03-14,5000.4488318,101244.4174175,69849.65147267854,1482.8048759659614,0.0,0.31008885966876937,1797.3477871902824,3035.7216676095377,3,5
2020-03-15,4789.174497399999,96239.08489566,54046.0163321017,-191.28118280038052,268.34549620411417,0.43841926187580615,1556.267602473999,3306.915181820383,3,6
2020-03-16,5062.7455062,103200.26713965999,60426.498254881124,598.4227769342019,0.0,0.41447343180704677,1905.5649734483886,3562.152295006505,3,0
2020-03-17,4936.5931278,101716.588092,48668.206168679346,-150.34345220768319,150.34345220768319,0.5215312754625605,1363.7277800533261,2799.784918010507,3,1
2020-03-18,4839.1346182,98799.20195029999,36419.6936290374,-643.7868970813797,1033.315923202823,0.6313766416113565,2408.398642590366,4014.512899797517,3,2
2020-03-19,4873.1392526,98574.75464282,29649.023989200385,-433.99637547874863,659.5551262400595,0.6992229491553701,1765.3730026543276,3615.522215030682,3,3
2020-03-20,4732.9024204,98310.05980844,70734.52955939296,1852.1899534077388,0.0,0.28049550882970425,1012.5979252817415,2195.622537419031,3,4
2020-03-21,4454.7679282,91734.21203444,43806.38442126034,-855.5837202012663,1604.678510649786,0.5224640464038214,1890.3850476976368,3630.9421483901056,3,5
2020-03-22,4599.480506399999,92164.1888427,57789.25710937687,746.3299603878736,0.0,0.37297492838560203,1454.843597656184,2662.9238321146113,3,6
2020-03-23,4992.4793992,100240.58289048,66353.46081105869,1312.4325627026724,0.0,0.33805791129971197,1175.9364566949957,2425.3978604552267,3,0
2020-03-24,5090.469657,101358.27328498,56155.78419948796,1001.3500354124426,0.0,0.44596743433464225,1204.5470438945522,2182.8107587440572,3,1
2020-03-25,4761.4604672,99625.84325562,41116.21721978933,-7.892583642613317,7.892583642613317,0.5872936591934952,1816.3440307860274,3459.8539802674554,3,2
2020-03-26,4765.360009800001,97956.88440594,18922.720308576863,-710.2629892244677,2156.707121185337,0.8068260293971804,992.0511673793571,2082.304130779361,3,3
2020-03-27,4665.523625,96597.43679008,13182.9877341569,-2097.9451812497628,11795.550453401524,0.8635265264563342,1986.011174304314,3673.493149374605,3,4
2020-03-28,4426.8507368,90255.31386384,54388.95697033482,278.7549422797324,0.0,0.39738775877078547,1081.2443062540285,2256.431001972421,3,5
2020-03-29,4395.8195796,88042.99676368,6066.804572241192,-2902.284877864075,21204.015701397082,0.9310927070267114,2968.469268139719,4876.717786970621,3,6
2020-03-30,4872.1541382,97490.98026606,53195.12051870319,1023.8794664805323,0.0,0.45435854297977285,1370.3496269066059,3003.383298318476,3,0
2020-03-31,5033.645416,99607.07246136,62909.029514349706,706.5073647506888,0.0,0.3684280848756633,1408.689678834639,1681.1700833808627,3,1
2020-04-01,5003.5005686,100570.4225603,57905.012336085914,926.3472366348747,0.0,0.42423417480057585,1129.4333367663253,2090.9178648900515,4,2
2020-04-02,4937.1762868,99988.2783392,38748.99870828024,-432.6128314487537,790.1572826824372,0.6124645873306446,1452.142883136225,3166.037777713618,4,3
2020-04-03,4836.2999362,99123.430016,61816.48020449839,740.788243620073,0.0,0.3763686325773807,1003.3043673778607,2052.5523543806303,4,4
2020-04-04,4467.837176200001,91681.52078778,34166.970091300536,-2010.8758028532347,6784.892124634586,0.6273298065115149,2925.083377050413,5182.662615925943,4,5
2020-04-05,4516.1708178,89999.96797092,39248.010071134486,-234.69467825591346,616.90900336717,0.5639108440147894,1555.8751375320599,3075.0830225988925,4,6
2020-04-06,5176.5586201999995,101828.56675124,59957.4599817698,1033.7398370265796,0.0,0.41119214485025946,1738.1575377141585,1871.908475478294,4,0
2020-04-07,5261.172589399999,104111.55571236,75157.32486993025,1773.2472553756975,0.0,0.27810775321064896,955.7925547329633,2026.570297646566,4,1
2020-04-08,5025.4532426,100399.80817199999,48481.18044983599,-163.62189851274024,163.62189851274024,0.5171187940241836,990.0760365898541,2025.2685903447223,4,2
2020-04-09,4922.598372799999,99698.7352826,984.6717733103619,-2544.0866404812896,22555.345601493387,0.9901235279412595,3038.554050765012,5305.891673452529,4,3
2020-04-10,4782.3783536,101005.25953899999,62590.376865591476,960.3664137911187,0.0,0.38032556768566916,1320.2661456945339,2756.5505632458726,4,4
2020-04-11,4560.2323214,93515.57160656,10176.518925655608,-3309.866652180806,17912.988220750398,0.8911783486875278,1707.4720632526974,4419.8664429875125,4,5
2020-04-12,4658.7384796,92248.9145449,33826.406779526864,-1163.5093946845436,5120.895109002117,0.6333137690952162,1511.10683019233,2913.2417177431453,4,6
2020-04-13,4946.634773,100520.06334274,68331.05205495736,1719.4127783961462,0.0,0.3202247413835068,1326.0991778257448,2152.564270408257,4,0
2020-04-14,4932.9212208,100369.71554886,71887.19481036068,1950.006663490335,0.0,0.283776043229235,1197.208929413594,2205.2580339113197,4,1
2020-04-15,5168.92375,103706.3152099,31093.3600329433,-498.7214331559262,861.310575438185,0.7001787213246289,1090.0833316369608,2554.3611237604405,4,2
2020-04-16,5742.453197999999,111209.3454721,26809.665540532573,-1297.1827907710385,5479.405548883615,0.758926145759409,1370.4289886587658,3205.415557856714,4,3
2020-04-17,4872.1705158,102580.8698323,19590.209766237134,-317.92883013073697,972.0163149954378,0.8090266752634935,600.4408788332757,1709.8665447691533,4,4
2020-04-18,4561.611480199999,93531.00855652,26840.109491043117,-170.57576594317698,285.132594414054,0.7130351751224423,1368.8349866016729,2697.283696911224,4,5
2020-04-19,4473.142603599999,90784.48145374,26702.18441689271,-1277.822849244832,5815.277999930149,0.7058728100958639,1189.0200007571366,2806.0693603849213,4,6
2020-04-20,4869.5357994,99105.86177944,26634.41268776243,-951.6883614433509,4637.172759272944,0.7312529026079477,1288.7412427148802,3162.4091176255965,4,0
2020-04-21,5065.5848818,101463.6245515,58851.410256346644,967.4785833760334,0.0,0.419975281619519,1159.6786881728467,2677.859987504625,4,1
2020-04-22,5062.7467834,103237.4493105,57335.57638939744,580.6623731292657,0.0,0.4446242446677147,1065.198486684223,2372.1521950038996,4,2
2020-04-23,5364.0357380000005,107510.0510561,56581.865009025096,42.08108035197847,0.0,0.47370627719728253,1904.723180025736,4150.937659079105,4,3
2020-04-24,5174.3122494,106316.8957604,37065.85414189068,192.06314445288763,0.0,0.6513644056592494,951.5841082769748,2133.4244135228687,4,4
2020-04-25,4767.1804112,98129.88772632,37353.3009985082,83.29463213385225,0.0,0.6193483772988211,1303.3948305086437,2272.418594465843,4,5
2020-04-26,4599.4038576,91970.59871638,-300.7613922241792,-1890.462173420532,12757.84912674927,1.0032701906524677,976.9340042065387,2373.980245586872,4,6
2020-04-27,5104.1065757999995,102207.03766994,33842.58948630559,-1268.1667880902587,4689.036002553192,0.6688820040397375,1176.0409723040634,2390.661370137254,4,0
2020-04-28,5309.7083913999995,105952.9085088,60561.09120393258,430.12956334491537,0.0,0.4284150189335989,1332.2301232277841,2885.527766581,4,1
2020-04-29,5343.6018174,106473.843103,62047.96359338194,882.0266770397848,0.0,0.4172468863234478,1058.7134045639718,2936.123640848148,4,2
2020-04-30,5043.5187858,104521.053353,68870.87086917846,1022.2623560508309,0.0,0.341081354810115,767.9734612307425,1746.3736186380097,4,3
2020-05-01,4722.3933294,99751.80276484,67941.81027372096,1118.3080650283864,0.0,0.3188914045604724,1130.4137446907016,2455.0303393729264,5,4
2020-05-02,4759.3905892,98467.25142054,51383.16711607411,547.8877780516582,0.0,0.47816998672356853,1246.5500770499075,2600.08094311882,5,5
2020-05-03,5027.3659818,100392.96411033999,37023.321586529666,-775.0088120018991,2026.4708548046865,0.6312159730054584,1346.9145141909835,2762.12583434088,5,6
2020-05-04,5732.3736733999995,112923.21499834,33923.285974358885,108.06285275093342,0.0,0.6995897967051543,1322.4312482353553,2963.754858908038,5,0
2020-05-05,5979.426794,115749.3821301,60122.49299341934,389.56415319116377,0.0,0.48058044123429655,1180.3614717405949,2405.472014792431,5,1
2020-05-06,5563.992467399999,112116.08754939999,58801.3336138178,1117.1183871416956,0.0,0.47553170201458317,898.861004634914,2062.2865768995757,5,2
2020-05-07,5315.549257,108546.0742688,48690.8075938862,396.75950135984385,0.0,0.5514272817153215,808.7988583652414,2168.649886590656,5,3
2020-05-08,4989.321892399999,104906.77215132,64548.37145507393,1503.2416187641525,0.0,0.38470729647493257,839.0752332233001,2112.4890821183817,5,4
2020-05-09,4925.5071864,101519.69905194,18206.11733037644,-664.1038007683655,3054.095152429114,0.8206641912811253,896.9612592188619,2167.1530317726597,5,5
2020-05-10,5207.0620492,103101.44626776,-10689.477436123441,-2649.516833993669,20641.655224451642,1.103679219090315,1196.0461186513257,2212.406186055906,5,6
2020-05-11,6061.2060512,116639.7769931,48767.28367040383,546.7694833857922,0.0,0.5818983461080458,1108.7777652662617,2596.449798176557,5,0
2020-05-12,5928.4947680000005,115678.5987872,69818.10280674185,1037.128783552611,0.0,0.39644754052408765,1011.3258902009684,2320.6359976606523,5,1
2020-05-13,6087.7294542,115752.0827996,79384.93106211565,1559.901971468758,0.0,0.3141814026832355,808.8737840550557,1888.8648669119802,5,2
2020-05-14,6330.1103642,118455.22205027999,64526.04822667205,798.1328966424298,0.0,0.45527054772407544,695.0969099531721,1562.5956915145803,5,3
2020-05-15,6603.5782434,122307.836887,57180.30516413587,235.45449372636358,0.0,0.5324886236278984,1007.9253983175181,2224.180634562079,5,4
2020-05-16,6331.1909574,120427.493403,84734.66948385851,1750.1296356559246,0.0,0.2963843463859087,851.5747946191159,2247.1780911923515,5,5
2020-05-17,6326.412574,117794.9205722,84075.69447979378,1538.8202317649962,0.0,0.28625365107945133,980.3824375098648,2129.3212287586825,5,6
2020-05-18,6785.282587600001,127481.12568639999,88587.46012867641,1994.5404112139095,0.0,0.3050935214786298,714.2756529413837,1806.2273617064898,5,0
2020-05-19,6805.836599800001,126135.86963079999,87218.84667860428,1847.7710314873857,0.0,0.30853256148394537,1073.754796752613,2345.49309930365,5,1
2020-05-20,7445.428128799999,134544.271422,103851.00100467548,2640.659815358783,0.0,0.22812766454436884,692.3347589040868,1856.2284680720304,5,2
2020-05-21,7210.4707058,135208.3262342,80454.35973675242,2239.336751504935,0.0,0.4049600200109418,1573.327383492233,1340.0376209900614,5,3
2020-05-22,7320.9998128,135687.8875922,74198.12868569739,1014.5862104480711,0.0,0.45317058138089356,1177.658340743158,3037.319324929578,5,4
2020-05-23,6527.920676,125200.4235904,66637.61022726278,124.86042900142911,0.0,0.4677525177928204,1140.0463059473145,2096.3585008877235,5,5
2020-05-24,6035.0169496,118193.518625,85412.48909713345,2094.0691000339016,0.0,0.2773504834209477,659.0967454318243,1584.902343385067,5,6
2020-05-25,5029.9445242,108538.1478262,62456.11964961284,1292.225761076621,0.0,0.4245698779601196,1782.1538285550182,1872.7204595703565,5,0
2020-05-26,5864.167214,113677.02775116,65542.2991125147,939.6394537362321,0.0,0.42343408858307446,1282.99405254477,2386.6059242365877,5,1
2020-05-27,7097.3833856,127768.287504,73711.55383886899,1375.2005666610567,0.0,0.42308412142910395,1056.7314414096245,2221.994286771891,5,2
2020-05-28,7459.158524,134197.7658426,77137.73208830452,1447.0439664688506,0.0,0.4251936192531027,894.6069894533975,1795.3657751076935,5,3
2020-05-29,6682.21404,127163.0635472,54945.84426225158,-328.4690264576966,368.2324690725309,0.5679103449575438,1349.7751670435714,2178.468656204658,5,4
2020-05-30,4808.448111,103345.24750499999,32085.08540631114,64.37200156545714,0.0,0.6895349696195869,1268.551987803241,2190.2230554649473,5,5
2020-05-31,4681.2993918,97310.96016174,-1964.462525059465,-1739.9702072164,14835.732963798457,1.0201874744817474,1054.4911084299747,2629.699698188416,5,6
2020-06-01,5028.4866494,97975.53583211999,33492.84167345195,-1134.4068895212986,3936.473311934362,0.6581509721892048,1426.3136115645052,2984.226134450738,6,0
2020-06-02,6041.019474199999,112873.48114472,74933.05743501305,1728.349882705607,0.0,0.33613230782757453,1100.610268168598,2852.540881367553,6,1
2020-06-03,6775.9865568,122524.49389386,62215.028899940895,322.0601824077894,0.0,0.49222374300247046,1191.3924321809423,3036.432038171992,6,2
2020-06-04,7299.9612318,129410.899418,70805.52040713096,1497.008917551906,0.0,0.4528627748855404,1480.1901364282212,3521.532418790454,6,3
2020-06-05,7567.2542674,136411.73377599998,81829.67886138285,1792.7937030549037,0.0,0.4001272720735714,1559.0199311922902,3096.5527510928623,6,4
2020-06-06,7572.690832999999,138145.02525099998,88920.39195856536,1032.4616303345915,0.0,0.35632577577800484,1379.6758450275956,2115.700729380973,6,5
2020-06-07,7593.2741386,138247.5184536,55266.920422943644,-443.63751479560415,758.1081583927953,0.6002320978984308,1519.5395802145504,2841.125955315333,6,6
2020-06-08,7831.527460199999,144609.6297514,97530.57196718847,1919.977995340128,0.0,0.3255596315760275,646.4150335263894,1738.727506887295,6,0
2020-06-09,7532.148678,140307.3989144,107473.53107293797,2645.898185230138,0.0,0.23401380180594478,841.5521337215177,2090.8494130670365,6,1
2020-06-10,6499.495339599999,131405.38951039998,89655.34988005809,2327.4439463271656,0.0,0.31771938568043,1005.5923721497365,2014.0148737622408,6,2
2020-06-11,7021.544343999999,132709.7508318,69727.20006568189,966.1067769606989,0.0,0.4745887199045678,1096.1990900164446,3006.9506020310605,6,3
2020-06-12,6913.0935382,131017.3732854,83960.47461941038,1865.0846786947368,0.0,0.3591653342300172,1055.252262046556,2569.0710629535133,6,4
2020-06-13,6270.9633642,120349.4362584,70254.58933120045,330.0437919860765,0.0,0.416244965366035,979.9493062584297,2127.0112251100268,6,5
2020-06-14,6203.4101396,116874.8665687,83900.18774133513,1828.302556853952,0.0,0.28213661153556974,843.4174773676623,2095.776272004133,6,6
2020-06-15,6751.7073032,125492.69172049999,85275.62290600766,2377.306872195938,0.0,0.3204733938137582,1567.759670702213,2603.1828852500294,6,0
2020-06-16,6942.5382826000005,128353.5568236,81812.70577112182,2353.025177301024,0.0,0.3625988418571105,906.5164735432145,1881.1534557227592,6,1
2020-06-17,6593.413407799999,125412.1879436,17337.5663476048,-1052.4450273030034,5570.923697877784,0.8617553315041293,908.8017880939278,2237.1484347857936,6,2
2020-06-18,6699.865171,125488.4527038,30210.689543118282,-1162.8113609240918,2507.620961437184,0.759255223152469,1489.7473551974945,2498.905774906436,6,3
2020-06-19,7225.600916599999,133339.1506186,46754.42687344984,472.04305863711124,0.0,0.6493570968725829,980.8722175324083,1606.0318313664002,6,4
2020-06-20,7306.464672,133388.073097,80667.04335982903,645.2220701806314,0.0,0.3952454557075141,730.3368727167353,1837.1695205910228,6,5
2020-06-21,7382.908407399999,134428.0451882,92190.98140219165,2075.5088035063773,0.0,0.31419830383515746,1577.562440599399,3336.2317541978887,6,6
2020-06-22,7901.8194646,145794.5718708,76161.0487928752,1302.6753552454743,0.0,0.4776139617847538,1040.6894833870933,2562.7116201774406,6,0
2020-06-23,7628.7677926,140935.4624028,89450.0363589839,1799.3761834716802,0.0,0.3653120738105531,1401.667496941889,2924.106423184944,6,1
2020-06-24,7809.5440254000005,140713.1325796,94867.00685282887,1772.3203243843118,0.0,0.3258127005369341,1525.2661538694547,2793.395382647371,6,2
2020-06-25,7967.1430992000005,144363.90760479998,102982.18816846334,2762.1006958876324,0.0,0.2866486514733323,1459.9056709455012,3076.016782663748,6,3
2020-06-26,8046.3171186,146600.1035184,111017.98141861329,2807.3199256390394,0.0,0.24271553188446926,729.4018389973626,1766.8624851610875,6,4
2020-06-27,7600.2258157999995,142007.123969,113249.13067770828,2847.1395845661136,0.0,0.20251091978716193,614.6139857424264,1709.9339858088847,6,5
2020-06-28,7764.961001799999,143778.8771674,109152.03854079322,2397.3552232311313,0.0,0.24083397581614974,656.5675232895046,1746.1707227164006,6,6
2020-06-29,7986.7968332,149744.0608526,114786.18681150954,2991.3630709676045,0.0,0.23345082163559802,813.9813874544507,1728.2719290335735,6,0
2020-06-30,7666.1592258,146625.1222136,110376.97283467295,2929.8650223418626,0.0,0.24721649899886597,1036.7812461963113,2472.0134144565454,6,1
2020-07-01,7910.6162405999985,148331.4415136,103945.11857124078,1449.695506939374,0.0,0.29923745424054,911.9589163681394,2173.70804405227,7,2
2020-07-02,8283.7866332,152120.5636552,109076.94742491501,1690.778373379927,0.0,0.2829572491451494,1337.6211200464154,2044.1406702334643,7,3
2020-07-03,8311.4092156,154584.107367,124066.55018555802,3369.5526537965748,0.0,0.1974171711519469,807.9561865856913,1823.6124046362456,7,4
2020-07-04,8016.8802386,150732.17506819998,114913.08281685883,2838.4562165906473,0.0,0.23763401699162456,1256.2305619812296,2135.6265297231885,7,5
